"cell.type","term","parameter","setSize","enrichmentScore","NES","P.Value","p.adjust","qvalues","rank","leading_edge","core_enrichment","ont","adj.P.Val"
"CD8_CM","D1.v.baseline.covid.Male","T cell activation and signaling (M5.1)",19,0.63247856098713,1.61490323708517,0.0252427184466019,0.143042071197411,0.112611626152761,708,"tags=37%, list=9%, signal=34%","IL12RB1/IL2RG/PTPRC/HLA-DRB1/CD3D/ZAP70/HLA-DRA","BTM",0.171292624900872
"CD8_CM","D1.v.baseline.covid.Male","small GTPase mediated signal transduction (M215)",14,0.678649536868433,1.61012384066253,0.0271240526525728,0.146716466620735,0.115504339046841,1502,"tags=50%, list=19%, signal=41%","ARHGDIA/RAC2/TAGAP/ARAP1/HMHA1/ARHGAP30/ARHGAP25","BTM",0.171292624900872
"CD8_CM","D1.v.baseline.covid.Male","platelet activation (I) (M32.0)",16,0.653334450566024,1.60119627860991,0.0285487708168121,0.147708857704375,0.116285611107381,450,"tags=19%, list=6%, signal=18%","PFN1/PPP1CA/CORO1A","BTM",0.171292624900872
"CD8_CM","D1.v.baseline.covid.Male","WNT_BETA_CATENIN_SIGNALING",23,-0.549620302500826,-1.51945211074128,0.0347022587268994,0.166617538688283,0.131171702284451,1573,"tags=48%, list=20%, signal=39%","PPARD/AXIN2/AXIN1/WNT1/PTCH1/CSNK1E/LEF1/CUL1/HDAC5/FRAT1/TCF7","Hallmark",0.126551782778754
"CD8_CM","D1.v.baseline.covid.Male","ANDROGEN_RESPONSE",59,0.454755652417295,1.45967559685064,0.0350036845983788,0.166617538688283,0.131171702284451,1395,"tags=29%, list=17%, signal=24%","B2M/MYL12A/SEC24D/LMAN1/SAT1/NDRG1/ABCC4/IQGAP2/PGM3/PTK2B/ITGAV/ELOVL5/CAMKK2/HMGCS1/DBI/HPGD/ADRM1","Hallmark",0.126551782778754
"CD8_CM","D1.v.baseline.covid.Male","NK cell surface signature (S1)",25,0.565828776009011,1.53611449070318,0.0365545401516625,0.167307318386455,0.131714739817731,1399,"tags=44%, list=17%, signal=36%","RARRES3/GPR114/SLCO4C1/SLAMF7/TNFSF14/CD97/FASLG/IL18R1/ENPP5/GPR82/TGFBR3","BTM",0.202455914686131
"CD8_CM","D1.v.baseline.covid.Male","enriched in myeloid cells and monocytes (M81)",10,-0.677575962657525,-1.52832363056839,0.0403651115618661,0.177905491698595,0.140058281832596,197,"tags=30%, list=2%, signal=29%","FCER1G/ACTN1/FKBP1B","BTM",0.207592002318169
"CD8_CM","D1.v.baseline.covid.Male","TLR and inflammatory signaling (M16)",15,0.641840251653784,1.54449376780778,0.0443379269023367,0.188436189334931,0.148348702793533,1850,"tags=47%, list=23%, signal=36%","PADI4/TLR1/ITGAX/TLR5/LILRB1/PILRA/MYD88","BTM",0.212822049131216
"CD8_CM","D1.v.baseline.covid.Male","translation initiation factor 3 complex (M245)",10,-0.670544256574698,-1.5124630877483,0.0484787018255578,0.193285640921523,0.152166493073998,1209,"tags=100%, list=15%, signal=85%","FBL/EEF1B2/EIF3D/EEF1G/EIF3F/EIF3G/UXT/EIF3E/EIF3H","BTM",0.21815415821501
"CD8_CM","D1.v.baseline.covid.Male","FATTY_ACID_METABOLISM",84,0.399762219950201,1.36577987243268,0.0499357444464843,0.193285640921523,0.152166493073998,1128,"tags=19%, list=14%, signal=17%","PSME1/LDHA/RDH11/MDH1/HSP90AA1/CBR1/YWHAH/ACSL4/SUCLG1/HCCS/HSD17B4/SDHD/NBN/ACAA2/SERINC1/ELOVL5","Hallmark",0.157768727631741
"CD8_CM","D1.v.baseline.covid.Male","PI3K_AKT_MTOR_SIGNALING",62,0.434640007345768,1.40447556571003,0.0503517215845983,0.193285640921523,0.152166493073998,1061,"tags=34%, list=13%, signal=30%","CFL1/CALR/PFN1/PAK4/ARHGDIA/CLTC/IL2RG/PTEN/STAT2/ACTR3/PPP1CA/MAP2K3/FASLG/RAF1/CDK4/NFKBIB/PTPN11/RIPK1/TIAM1/TRAF2/PLCB1","Hallmark",0.157768727631741
"CD8_CM","D1.v.baseline.covid.Male","E2F1 targets (Q4) (M10.1)",10,-0.657609694370737,-1.4832882082413,0.0580121703853955,0.21573275862069,0.169838261983559,2633,"tags=80%, list=33%, signal=54%","WEE1/RANBP1/SKP2/DCLRE1A/MCM4/ERBB2IP/PRIM1/KNTC1","BTM",0.245698603985205
"CD8_CM","D1.v.baseline.covid.Male","MYOGENESIS",55,-0.400630781280124,-1.32842897329553,0.0694837725985624,0.250562695128149,0.197258556978375,838,"tags=22%, list=10%, signal=20%","FLII/OCEL1/FHL1/PDE4DIP/FXYD1/ITGB1/GNAO1/HDAC5/VIPR1/CFD/GAA/FKBP1B","Hallmark",0.204108582008277
"CD8_CM","D1.v.baseline.covid.Male","enriched in T cells (I) (M7.0)",42,0.451485472702972,1.36364922039639,0.0822150822150822,0.286909155851887,0.225872754275258,750,"tags=29%, list=9%, signal=26%","GZMM/IL32/EOMES/XCL1/PRF1/GIMAP7/CD3D/GNLY/NKG7/ZAP70/GZMA/GPR171","BTM",0.328860328860329
"CD8_CM","D1.v.baseline.covid.Male","APOPTOSIS",90,0.372279058839688,1.28722948622948,0.0864805692391899,0.286909155851887,0.225872754275258,777,"tags=14%, list=10%, signal=13%","IRF1/TAP1/ROCK1/PRF1/CASP4/SAT1/CCND2/DNAJA1/PAK1/FASLG/CASP8/DPYD/PMAIP1","Hallmark",0.232929515418502
"CD8_CM","D1.v.baseline.covid.Male","chaperonin mediated protein folding (I) (M204.0)",10,0.653395948811479,1.4407538450762,0.0885252365930599,0.286909155851887,0.225872754275258,2546,"tags=80%, list=32%, signal=55%","ATIC/SUCLG1/CCT6A/CCT7/FBXW2/NOP56/CCT3/CCT4","BTM",0.335464054457911
"CD8_CM","D1.v.baseline.covid.Male","HEME_METABOLISM",94,-0.341207481794096,-1.24699294586705,0.0892070484581498,0.286909155851887,0.225872754275258,2198,"tags=39%, list=27%, signal=29%","CCND3/RNF19A/BLVRB/UBAC1/TSPAN5/ARHGEF12/TRAK2/ISCA1/ELL2/LRP10/EIF2AK1/LAMP2/CROCCP2/ERMAP/EZH1/MPP1/CDC27/UCP2/RBM38/BACH1/RHCE/NUDT4/RIOK3/NFE2L1/DAAM1/SLC25A38/TNRC6B/TFRC/KDM7A/CTNS/NR3C1/CDR2/DCAF10/KLF3/MXI1/EPB41/ARL2BP","Hallmark",0.232929515418502
"CD8_CM","D1.v.baseline.covid.Male","respiratory electron transport chain (mitochondrion) (M219)",16,0.573491881578719,1.40551759638771,0.0979381443298969,0.306701030927835,0.24145415084102,1551,"tags=50%, list=19%, signal=40%","UQCRQ/COX8A/COX6A1/COX7B/UQCR10/COX5B/UQCRC2/COX6B1","BTM",0.352577319587629
"CD8_CM","D1.v.baseline.covid.Male","OXIDATIVE_PHOSPHORYLATION",130,0.333614887294044,1.21711817047385,0.115631691648822,0.351840405904059,0.276990677801515,1688,"tags=31%, list=21%, signal=25%","ACAT1/LDHA/IDH2/MDH1/ETFA/COX15/UQCRQ/CYCS/ATP6V0E1/TIMM9/SUCLG1/COX8A/COX6A1/FDX1/FXN/BDH2/TIMM10/HCCS/ALAS1/COX7B/SDHD/UQCR10/NDUFC2/ACAA2/PMPCA/COX5B/UQCRC2/MRPS11/PHYH/COX17/SLC25A11/IMMT/ATP6AP1/GPI/PDHA1/COX6B1/AIFM1/VDAC3/ACADVL/LRPPRC","Hallmark",0.277924354243542
"CD8_CM","D1.v.baseline.covid.Male","PROTEIN_SECRETION",60,0.397075205851842,1.27716694856454,0.118265682656827,0.351840405904059,0.276990677801515,998,"tags=20%, list=12%, signal=18%","COPE/SEC24D/AP2S1/CLTC/ARFGAP3/LMAN1/NAPA/RAB5A/STX7/CTSC/ARCN1/AP1G1","Hallmark",0.277924354243542
"CD8_CM","D1.v.baseline.covid.Male","transcription elongation, RNA polymerase II (M234)",10,0.622772579873819,1.37322857708766,0.125197160883281,0.363377125490498,0.28607310188991,864,"tags=50%, list=11%, signal=45%","POLR2L/UQCRQ/POLR2E/POLR2J/UQCR10","BTM",0.429247408742677
"CD8_CM","D1.v.baseline.covid.Male","UV_RESPONSE_DN",57,-0.362731594177575,-1.21041833295798,0.15599128540305,0.428861945581383,0.337626830223292,1784,"tags=30%, list=22%, signal=23%","NOTCH2/MAPK14/SRI/YTHDC1/RASA2/NFKB1/SMAD3/PHF3/DBP/MAP2K5/PIK3CD/ICA1/INPP4B/PRKCA/DYRK1A/NR3C1/CDKN1B","Hallmark",0.333936086796499
"CD8_CM","D1.v.baseline.covid.Male","EPITHELIAL_MESENCHYMAL_TRANSITION",52,0.393697126545955,1.23617002735313,0.156570363466915,0.428861945581383,0.337626830223292,870,"tags=23%, list=11%, signal=21%","IL32/PLOD3/SAT1/SERPINH1/PPIB/COLGALT1/PLOD1/CALU/MAGEE1/ACTA2/EMP3/TPM4","Hallmark",0.333936086796499
"CD8_CM","D1.v.baseline.covid.Male","enriched in monocytes (IV) (M118.0)",31,0.443016807137166,1.25894830543158,0.162545524247652,0.428861945581383,0.337626830223292,837,"tags=29%, list=10%, signal=26%","RHOU/SAMHD1/PADI4/PAK1/HLA-DMB/TLR1/DPYD/CTSS/F5","BTM",0.51895899297243
"CD8_CM","D1.v.baseline.covid.Male","GLYCOLYSIS",92,0.34416326501213,1.19103019894598,0.163415531836584,0.428861945581383,0.337626830223292,1094,"tags=22%, list=14%, signal=19%","LDHA/PKM/ALG1/RBCK1/MDH1/PPIA/PDK3/SLC16A3/PFKP/UGP2/GMPPB/ENO1/PLOD1/POLR3K/TXN/TPI1/SLC35A3/AKR1A1/PAXIP1/SAP30","Hallmark",0.333936086796499
"CD8_CM","D1.v.baseline.covid.Male","enriched in antigen presentation (I) (M71)",12,0.573392271796651,1.31457215489636,0.165778567199526,0.428861945581383,0.337626830223292,1883,"tags=75%, list=24%, signal=57%","CD74/HLA-DPA1/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DQA1/FAR2/PLAUR","BTM",0.51895899297243
"CD8_CM","D1.v.baseline.covid.Male","TNFA_SIGNALING_VIA_NFKB",106,0.328548491087731,1.16447156858426,0.180268407689518,0.444544297161687,0.349972953979567,521,"tags=11%, list=7%, signal=11%","IRF1/TAP1/IFIT2/STAT5A/SAT1/MAP3K8/CLCF1/MSC/PLEK/MAP2K3/KLF10/CEBPD","Hallmark",0.344399702746142
"CD8_CM","D1.v.baseline.covid.Male","mitotic cell cycle in stimulated CD4 T cells (M4.5)",15,0.531424126801543,1.27879367146704,0.185540243658878,0.444544297161687,0.349972953979567,540,"tags=27%, list=7%, signal=25%","RNF144A/LAG3/MCM6/GPR56","BTM",0.543406940063091
"CD8_CM","D1.v.baseline.covid.Male","PEROXISOME",60,0.370770812880128,1.19256055458571,0.187084870848708,0.444544297161687,0.349972953979567,439,"tags=15%, list=5%, signal=14%","MVP/RDH11/IDH2/ERCC1/PRDX1/SCP2/LONP2/YWHAH/ACSL4","Hallmark",0.344399702746142
"CD8_CM","D1.v.baseline.covid.Male","respiratory electron transport chain (mitochondrion) (M216)",10,0.582491396853213,1.28440759583315,0.188682965299685,0.444544297161687,0.349972953979567,864,"tags=30%, list=11%, signal=27%","COX6A1/COX7B/UQCR10","BTM",0.543406940063091
"CD8_CM","D1.v.baseline.covid.Male","MITOTIC_SPINDLE",109,-0.304761542742594,-1.13677685482016,0.190518984497866,0.444544297161687,0.349972953979567,1572,"tags=27%, list=20%, signal=22%","KIF5B/RHOF/CDC27/SSH2/NIN/ARFGEF1/RASA2/RASA1/NCK2/PREX1/RALBP1/TBCD/ITSN1/ARAP3/CCDC88A/TSC1/PCM1/NUMA1/NF1/SUN2/RANBP9/UXT/DYNC1H1/KNTC1/FLNB/CEP57/FGD4/EPB41/HOOK3","Hallmark",0.344399702746142
"CD8_CM","D1.v.baseline.covid.Male","DNA repair (M76)",13,0.537210753671205,1.25632745089614,0.20695102685624,0.473599465305626,0.372846991704562,1197,"tags=38%, list=15%, signal=33%","FANCD2/POLD3/BRCA2/RPA3/RPA1","BTM",0.573095151294203
"CD8_CM","D1.v.baseline.covid.Male","intracellular transport (M147)",12,-0.522922921804488,-1.23051111215687,0.218439716312057,0.490458985681788,0.386119856043159,742,"tags=25%, list=9%, signal=23%","RAD21/PPP1R12A/NUP133","BTM",0.582505910165485
"CD8_CM","D1.v.baseline.covid.Male","NOTCH_SIGNALING",16,0.497721104432386,1.21981808782976,0.227993655828707,0.50243046377067,0.395544549098537,1094,"tags=31%, list=14%, signal=27%","DTX1/RBX1/FBXW11/PSEN2/SAP30","Hallmark",0.396877845331454
"CD8_CM","D1.v.baseline.covid.Male","enriched in antigen presentation (II) (M95.0)",19,0.463781281638023,1.18416961335072,0.24873786407767,0.538178287731686,0.423687462256701,896,"tags=32%, list=11%, signal=28%","PTPRC/HLA-DRB1/HLA-DMA/PLEK/HLA-DRA/HLA-DPB1","BTM",0.639611650485437
"CD8_CM","D1.v.baseline.covid.Male","E2F_TARGETS",116,0.305620666881098,1.10027201660418,0.266666666666667,0.566666666666667,0.446115288220551,1594,"tags=28%, list=20%, signal=22%","MTHFD2/RAN/PRDX4/NUP205/POLD3/MLH1/HUS1/ORC6/MCM6/BRCA2/CDK4/RPA3/CDKN2A/SUV39H1/NBN/PAN2/TBRG4/MCM2/SYNCRIP/SMC1A/RPA1/CKS1B/MMS22L/CBX5/DUT/AK2/PPP1R8/SHMT1/SRSF2/CHEK1/SNRPB/TCF19","Hallmark",0.447619047619048
"CD8_CM","D1.v.baseline.covid.Male","T cell activation (IV) (M52)",11,0.525949782842045,1.17879052550561,0.275957911455231,0.576122657248641,0.453559632862707,487,"tags=27%, list=6%, signal=26%","XCL1/PTPRC/LAG3","BTM",0.660929671553164
"CD8_CM","D1.v.baseline.covid.Male","nuclear pore complex (M106.0)",12,0.503026989432018,1.15325110922176,0.294256956779159,0.589532947774273,0.464117048667937,253,"tags=17%, list=3%, signal=16%","RAN/NUP205","BTM",0.660929671553164
"CD8_CM","D1.v.baseline.covid.Male","B cell surface signature (S2)",27,0.403909001042546,1.11662032011966,0.302496613121734,0.589532947774273,0.464117048667937,931,"tags=41%, list=12%, signal=36%","CXCR5/HLA-DPA1/MS4A1/HLA-DMA/IL5RA/FCRL3/P2RX5/HLA-DOA/HLA-DRA/HLA-DPB1/CCR6","BTM",0.660929671553164
"CD8_CM","D1.v.baseline.covid.Male","T cell surface signature (S0)",17,0.456267898382204,1.13491687940143,0.302680493054197,0.589532947774273,0.464117048667937,1207,"tags=35%, list=15%, signal=30%","NPDC1/LAG3/GPR171/C12orf23/CLEC2D/FLT3LG","BTM",0.660929671553164
"CD8_CM","D1.v.baseline.covid.Male","regulation of transcription, transcription factors (M213)",10,-0.505842523301874,-1.14096592015521,0.30446247464503,0.589532947774273,0.464117048667937,742,"tags=40%, list=9%, signal=36%","PPP1R12A/BTAF1/KIAA1109/CLK1","BTM",0.660929671553164
"CD8_CM","D1.v.baseline.covid.Male","IL2_STAT5_SIGNALING",115,0.297759573802884,1.06981103980007,0.311804808037316,0.589532947774273,0.464117048667937,1316,"tags=23%, list=16%, signal=19%","GBP4/EOMES/GSTO1/CCND2/MAP3K8/BATF/PNP/NDRG1/PLSCR1/PIM1/IL18R1/SH3BGRL2/CISH/IRF4/RNH1/KLF6/CD81/FAM126B/TIAM1/ITGAV/SOCS1/MAFF/FLT3LG/TNFRSF9/AHR/XBP1","Hallmark",0.505338826819098
"CD8_CM","D1.v.baseline.covid.Male","enriched in B cells (II) (M47.1)",10,0.513977894103301,1.13333366783264,0.312105678233438,0.589532947774273,0.464117048667937,331,"tags=20%, list=4%, signal=19%","CXCR5/MS4A1","BTM",0.660929671553164
"CD8_CM","D1.v.baseline.covid.Male","Naive B cell surface signature (S8)",13,-0.459747614857818,-1.10333220852164,0.333130822195221,0.619415122519239,0.487642157489715,274,"tags=31%, list=3%, signal=30%","SLC24A1/CD37/CXCR4/GABBR1","BTM",0.685297691373025
"CD8_CM","D1.v.baseline.covid.Male","T cell differentiation (Th2) (M19)",12,0.481048612445767,1.10286298259876,0.343595816064733,0.629044647872357,0.495223119510303,1576,"tags=33%, list=20%, signal=27%","IL32/GPR171/TRAT1/GATA3","BTM",0.687191632129465
"CD8_CM","D1.v.baseline.covid.Male","G2M_CHECKPOINT",94,0.299551969993607,1.0410141830991,0.365250823874039,0.658558303651676,0.51845810725342,1731,"tags=27%, list=22%, signal=21%","HSPA8/MT2A/KPNB1/HUS1/ORC6/MCM6/BRCA2/CHMP1A/CDK4/EWSR1/SUV39H1/LIG3/MCM2/SAP30/SYNCRIP/SMC1A/CKS1B/KATNA1/SRSF2/CHEK1/RBL1/G3BP1/DBF4/CDKN2C/DTYMK","Hallmark",0.566692407595914
"CD8_CM","D1.v.baseline.covid.Male","DNA_REPAIR",106,0.29265111110432,1.03724079592433,0.373775843307943,0.660823653643083,0.520241531837545,1403,"tags=24%, list=18%, signal=20%","GUK1/RBX1/SNAPC5/PNP/POLD3/HPRT1/ERCC1/DAD1/POLR2E/ADA/CMPK2/VPS37B/RPA3/GTF2B/POLR2J/NELFE/TARBP2/ERCC8/TAF9/RAD52/COX17/DUT/AK3/ADRM1/APRT","Hallmark",0.566692407595914
"CD8_CM","D1.v.baseline.covid.Male","T cell activation (I) (M7.1)",37,-0.34123701642115,-1.04650168718091,0.377613516367476,0.660823653643083,0.520241531837545,695,"tags=22%, list=9%, signal=20%","CCR7/IL7R/ITPR3/LEF1/TXK/CCL5/TCF7/CAMK4","BTM",0.734815491309684
"CD8_CM","D1.v.baseline.covid.Male","enriched in B cells (I) (M47.0)",11,0.473338859942569,1.06087573691707,0.391899940440739,0.675045381202098,0.53143776140634,654,"tags=27%, list=8%, signal=25%","CXCR5/MS4A1/P2RX5","BTM",0.742547255571926
"CD8_CM","D1.v.baseline.covid.Male","MYC_TARGETS_V1",147,0.274469988672105,1.01876632693838,0.405861456483126,0.675045381202098,0.53143776140634,1191,"tags=20%, list=15%, signal=18%","LDHA/RAN/PSMA4/PSMD14/MRPS18B/PRDX4/MRPL23/PPIA/NOP16/PSMD1/HPRT1/KPNB1/PSMA7/PSMB3/MCM6/HSP90AB1/ERH/CDK4/POLE3/CAD/SERBP1/TUFM/PSMD8/C1QBP/MCM2/YWHAQ/SYNCRIP/HNRNPR/ETF1/COPS5","Hallmark",0.580842715171073
"CD8_CM","D1.v.baseline.covid.Male","APICAL_SURFACE",16,-0.410615272265626,-1.04055427803137,0.407825736183945,0.675045381202098,0.53143776140634,462,"tags=31%, list=6%, signal=30%","ADAM10/AFAP1L2/AKAP7/MAL/GSTM3","Hallmark",0.580842715171073
