"cell.type","term","parameter","setSize","enrichmentScore","NES","P.Value","p.adjust","qvalues","rank","leading_edge","core_enrichment","ont","adj.P.Val"
"CD8_EM","D1.v.baseline.covid.Male","chaperonin mediated protein folding (I) (M204.0)",11,0.826677290414449,1.84237600043248,0.00259688373951258,0.026409344845099,0.0199584792351626,486,"tags=64%, list=7%, signal=60%","HSPE1/CCT3/CCT5/CCT4/CCT7/HSPD1/CCT6A","BTM",0.0540003970617431
"CD8_EM","D1.v.baseline.covid.Male","OXIDATIVE_PHOSPHORYLATION",97,0.486435701566563,1.66618434914302,0.00270865075334349,0.026409344845099,0.0199584792351626,1510,"tags=36%, list=21%, signal=29%","NDUFB1/IDH2/COX6A1/NDUFS6/SLC25A5/COX6B1/NDUFA1/MRPS12/NDUFB2/NDUFAB1/CYCS/ACAA2/LDHA/CASP7/ACAT1/HADHB/MRPL35/UQCRH/ACADM/PRDX3/SDHA/NDUFA8/BAX/MDH2/TIMM9/NDUFS1/COX15/NDUFB5/NDUFS8/NDUFB3/SLC25A6/TOMM22/OAT/SUCLG1/COX8A","Hallmark",0.0147470985459812
"CD8_EM","D1.v.baseline.covid.Male","COMPLEMENT",92,0.49229975686506,1.67625268142607,0.00305550840264811,0.0265464136816132,0.0200620670198426,495,"tags=22%, list=7%, signal=21%","PSMB9/IRF1/PIM1/PFN1/IRF2/CASP4/PLEK/ERAP2/APOBEC3G/VCPIP1/JAK2/CD40LG/GZMA/CTSH/IRF7/PLSCR1/CALM3/MSRB1/CALM1/CASP7","Hallmark",0.0149719911729757
"CD8_EM","D1.v.baseline.covid.Male","platelet activation (I) (M32.0)",14,0.772157016248372,1.8149814930226,0.00317649394480842,0.0265464136816132,0.0200620670198426,29,"tags=14%, list=0%, signal=14%","CORO1A/PFN1","BTM",0.0540003970617431
"CD8_EM","D1.v.baseline.covid.Male","enriched in antigen presentation (I) (M71)",10,0.82263411783525,1.79529929838491,0.0045789368903046,0.0357157077443759,0.0269916279849534,707,"tags=50%, list=10%, signal=45%","CD74/HLA-DQB1/HLA-DRA/HLA-DQA1/HLA-DPA1","BTM",0.0622735417081425
"CD8_EM","D1.v.baseline.covid.Male","UNFOLDED_PROTEIN_RESPONSE",64,0.514099112531387,1.6490658464124,0.00720562390158172,0.0526911247803163,0.03982055314032,1292,"tags=38%, list=18%, signal=31%","SRPRB/EIF4E/PDIA6/CALR/CEBPG/EIF4A1/ATP6V0D1/YIF1A/MTHFD2/WFS1/IMP3/NFYA/CNOT4/KHSRP/XBP1/SLC1A4/PREB/HSP90B1/ZBTB17/EIF4A3/GOSR2/DNAJB9/NHP2/SSR1","Hallmark",0.0320977791979549
"CD8_EM","D1.v.baseline.covid.Male","enriched in antigen presentation (II) (M95.0)",17,0.69733423143668,1.72495154023746,0.0099144634525661,0.0647362596827739,0.0489234890989924,720,"tags=35%, list=10%, signal=32%","PLEK/HLA-DRA/GIMAP6/HLA-DMA/IRF8/HCLS1","BTM",0.107097673698071
"CD8_EM","D1.v.baseline.covid.Male","CHOLESTEROL_HOMEOSTASIS",39,0.567900516179342,1.66533257191822,0.0099594245665806,0.0647362596827739,0.0489234890989924,919,"tags=31%, list=13%, signal=27%","ACTG1/S100A11/LDLR/SCD/PLSCR1/SQLE/ANTXR2/NSDHL/HMGCR/TNFRSF12A/GNAI1/DHCR7","Hallmark",0.0406676503135374
"CD8_EM","D1.v.baseline.covid.Male","regulation of antigen presentation and immune response (M5.0)",51,0.522782758817467,1.60772288584098,0.0110247605277426,0.067889314828731,0.0513063647828466,1013,"tags=31%, list=14%, signal=27%","HLA-DQB1/HLA-DRA/CD3D/HLA-DMA/UBASH3A/PTPN6/GRAP2/CSK/CTSH/MNDA/HLA-DQA1/MEF2C/HLA-DPA1/BTK/LCK/CTLA4","BTM",0.107097673698071
"CD8_EM","D1.v.baseline.covid.Male","mitotic cell cycle in stimulated CD4 T cells (M4.5)",14,0.713104453546867,1.67617642337558,0.0138971610085368,0.0812983918999404,0.0614400802482681,709,"tags=50%, list=10%, signal=45%","ZNF367/CXCR6/GRAP2/IFNG/CHAC2/LAG3/NUF2","BTM",0.118125868572563
"CD8_EM","D1.v.baseline.covid.Male","PI3K_AKT_MTOR_SIGNALING",52,0.509132183202769,1.57329197104561,0.0152850206797339,0.0851594009299458,0.0643579818094057,268,"tags=19%, list=4%, signal=19%","PFN1/CFL1/ARPC3/EIF4E/IL2RG/NOD1/FASLG/CALR/STAT2/ACTR3","Hallmark",0.0576127702543815
"CD8_EM","D1.v.baseline.covid.Male","APICAL_JUNCTION",81,0.448626814678484,1.49456719642651,0.020854877628404,0.110910031023785,0.0838186469275567,509,"tags=17%, list=7%, signal=16%","ACTB/ACTG1/PFN1/RAC2/INPPL1/MYL12B/ICAM2/TUBG1/ARPC2/GAMT/MAPK11/SKAP2/CAP1/EPB41L2","Hallmark",0.072992071699414
"CD8_EM","D1.v.baseline.covid.Male","T cell differentiation (Th2) (M19)",13,0.698298408681983,1.61569817511086,0.0260592798886016,0.132263616116623,0.0999563090759902,925,"tags=38%, list=13%, signal=34%","IL32/UBASH3A/GRAP2/LCK/GZMK","BTM",0.176480332787278
"CD8_EM","D1.v.baseline.covid.Male","T cell differentiation (M14)",12,-0.666552904197693,-1.57189305088082,0.0271309981777688,0.132263616116623,0.0999563090759902,517,"tags=33%, list=7%, signal=31%","BCL11B/TXK/TCF7/SPOCK2","BTM",0.176480332787278
"CD8_EM","D1.v.baseline.covid.Male","enriched in NK cells (receptor activation) (M61.2)",12,-0.662009638001692,-1.56117892974081,0.0285482891273537,0.133605993116015,0.100970791018851,213,"tags=58%, list=3%, signal=57%","ITK/PRKCQ/CD247/ZAP70/KLRK1/KIR2DL1/KIR2DL2","BTM",0.176480332787278
"CD8_EM","D1.v.baseline.covid.Male","ANDROGEN_RESPONSE",48,0.494314319982661,1.50316045808713,0.0324157913799348,0.145871061209707,0.110239938296135,1484,"tags=38%, list=20%, signal=30%","MYL12A/B2M/SLC38A2/MAF/SCD/SAT1/TMEM50A/GNAI3/HMGCR/INPP4B/PMEPA1/TPD52/DNAJB9/SLC26A2/NCOA4/CDC14B/GSR/DHCR24","Hallmark",0.105891585174454
"CD8_EM","D1.v.baseline.covid.Male","DC surface signature (S5)",20,0.604637572049153,1.54681540116647,0.0396458814472671,0.171798819604824,0.129834465558302,472,"tags=25%, list=6%, signal=23%","HLA-DQB1/SLAMF8/CD58/CD83/HLA-DQA1","BTM",0.1961474164964
"CD8_EM","D1.v.baseline.covid.Male","cell adhesion (GO) (M117)",16,0.631468661671445,1.53829874422836,0.0449283892485776,0.174311451646304,0.131733350771835,209,"tags=25%, list=3%, signal=24%","CORO1A/PLEK/CD40LG/BCL2","BTM",0.1961474164964
"CD8_EM","D1.v.baseline.covid.Male","small GTPase mediated signal transduction (M215)",13,0.668382851316642,1.54648061591029,0.04575293415556,0.174311451646304,0.131733350771835,829,"tags=31%, list=11%, signal=27%","RAC2/TAGAP/RHOH/ARHGAP30","BTM",0.1961474164964
"CD8_EM","D1.v.baseline.covid.Male","FATTY_ACID_METABOLISM",71,0.433191169496815,1.41314914543041,0.0461672473867596,0.174311451646304,0.131733350771835,1061,"tags=21%, list=14%, signal=18%","PSME1/UBE2L6/MIF/ACAA2/LDHA/NSDHL/HADHB/CCDC58/HSPH1/APEX1/ACADM/ADSL/SDHA/MDH2/NBN","Hallmark",0.141387195121951
"CD8_EM","D1.v.baseline.covid.Male","CORO1A-DEF6 network (I) (M32.2)",12,0.685290895415323,1.55934889759608,0.0462176575153071,0.174311451646304,0.131733350771835,4,"tags=8%, list=0%, signal=8%","CORO1A","BTM",0.1961474164964
"CD8_EM","D1.v.baseline.covid.Male","respiratory electron transport chain (mitochondrion) (M219)",11,0.699029621981232,1.55789376829735,0.0489412704754295,0.174311451646304,0.131733350771835,694,"tags=27%, list=9%, signal=25%","COX6A1/COX6B1/UQCRH","BTM",0.1961474164964
"CD8_EM","D1.v.baseline.covid.Male","T cell surface signature (S0)",21,0.588553634070918,1.52971561397708,0.04916476841306,0.174311451646304,0.131733350771835,1235,"tags=43%, list=17%, signal=36%","GIMAP2/PTPRCAP/CXCR6/SIRPG/CD2/LAG3/FLT3LG/ICOS/CD320","BTM",0.1961474164964
"CD8_EM","D1.v.baseline.covid.Male","enriched in myeloid cells and monocytes (M81)",14,-0.601014829924857,-1.48053042657551,0.0537764350453172,0.183208280198108,0.138456999879812,2573,"tags=71%, list=35%, signal=47%","CD14/FCER1G/FKBP1B/PTGS1/CSF1R/MARCKS/SNCA/HHEX/CLU/NLRP3","BTM",0.1961474164964
"CD8_EM","D1.v.baseline.covid.Male","transcription regulation in cell development (M49)",19,-0.548415884188732,-1.46036437154746,0.0548058957857588,0.183208280198108,0.138456999879812,603,"tags=32%, list=8%, signal=29%","EPB42/LYN/TIMP2/STMN1/ANK1/TYROBP","BTM",0.1961474164964
"CD8_EM","D1.v.baseline.covid.Male","GLYCOLYSIS",73,0.416039213414109,1.36323890445362,0.0644656820156386,0.209513466550825,0.158336762845428,1016,"tags=27%, list=14%, signal=24%","ENO1/MIF/GLRX/PGLS/TXN/RBCK1/PPIA/GOT1/G6PD/B4GALT4/UGP2/LDHA/NSDHL/PFKP/IDUA/PGM2/SLC16A3/PGAM1/PMM2/MDH2","Hallmark",0.185812848162723
"CD8_EM","D1.v.baseline.covid.Male","enriched in NK cells (II) (M61.0)",14,-0.583841416352314,-1.43822571119022,0.0739174219536757,0.230072042760865,0.173873608564216,1513,"tags=57%, list=21%, signal=45%","KLRK1/GPR56/KLRB1/CD7/TGFBR3/KLRF1/KIR2DL1/KIR2DL2","BTM",0.251319234642498
"CD8_EM","D1.v.baseline.covid.Male","APOPTOSIS",88,0.395797237069239,1.33593708507914,0.0750642673521851,0.230072042760865,0.173873608564216,721,"tags=19%, list=10%, signal=18%","IRF1/CASP4/MCL1/TNFSF10/FASLG/BCL2L1/CD2/SAT1/FAS/BIRC3/GCH1/CASP7/ANXA1/PDGFRB/PRF1/TNF/TNFRSF12A","Hallmark",0.197781229741796
"CD8_EM","D1.v.baseline.covid.Male","MYOGENESIS",67,-0.372444112786067,-1.29385252520995,0.0766906809202882,0.230072042760865,0.173873608564216,2467,"tags=48%, list=34%, signal=32%","GSN/FKBP1B/CKB/TGFB1/MYOM1/FXYD1/IGFBP7/PFKM/NQO1/GADD45B/TPM2/ITGB1/HDAC5/LSP1/FST/SIRT2/FLII/ABLIM1/BHLHE40/DMPK/COL6A2/IGFBP3/ATP6AP1/DAPK2/GNAO1/CLU/CRAT/NCAM1/MYOM2/MEF2D/VIPR1/APP","Hallmark",0.197781229741796
"CD8_EM","D1.v.baseline.covid.Male","nuclear pore complex (M106.0)",10,0.67008254377513,1.46237396993106,0.0869998009157874,0.254474417678678,0.192315349392793,1255,"tags=40%, list=17%, signal=33%","RAN/SEH1L/NUP37/NUP54","BTM",0.271959621715553
"CD8_EM","D1.v.baseline.covid.Male","enriched in T cells (I) (M7.0)",49,0.439534079592023,1.34209883784286,0.0911227626107395,0.254780361757106,0.192546562191605,1134,"tags=33%, list=15%, signal=28%","GIMAP7/CD3D/IL32/EOMES/GIMAP6/UBASH3A/PTPRCAP/SIRPG/CD2/GZMA/PRF1/LCK/FLT3LG/GZMK/ICOS/SAMD3","BTM",0.271959621715553
"CD8_EM","D1.v.baseline.covid.Male","phosphatidylinositol signaling system (M101)",10,-0.625970838511358,-1.40716432499647,0.0919863426390842,0.254780361757106,0.192546562191605,1607,"tags=40%, list=22%, signal=31%","PPP1R12A/PIK3C3/SLC35A1/PIKFYVE","BTM",0.271959621715553
"CD8_EM","D1.v.baseline.covid.Male","REACTIVE_OXYGEN_SPECIES_PATHWAY",25,0.517699113470232,1.3945201618199,0.0936372269705603,0.254780361757106,0.192546562191605,975,"tags=44%, list=13%, signal=38%","IPCEF1/GLRX/PRDX4/EGLN2/TXN/G6PD/PRDX1/PFKP/LAMTOR5/HMOX2/PRDX2","Hallmark",0.229411206077873
"CD8_EM","D1.v.baseline.covid.Male","T cell activation (I) (M7.1)",41,0.440587097913847,1.30499667366871,0.122392974753019,0.31614875915523,0.238924838227974,405,"tags=17%, list=6%, signal=16%","CORO1A/CD3D/EOMES/RHOH/SIRPG/CD2/SLAMF1","BTM",0.346780095133553
"CD8_EM","D1.v.baseline.covid.Male","IL2_STAT5_SIGNALING",119,0.346576764353307,1.22793059171436,0.124343832020997,0.31614875915523,0.238924838227974,465,"tags=13%, list=6%, signal=12%","GBP4/PIM1/CISH/TNFSF10/EOMES/KLF6/CD48/BCL2/CD83/RHOH/BCL2L1/PLSCR1/MYC/PNP/SLC2A3","Hallmark",0.269513902023832
"CD8_EM","D1.v.baseline.covid.Male","UV_RESPONSE_DN",56,-0.369057562061775,-1.24121760982717,0.125817361894025,0.31614875915523,0.238924838227974,634,"tags=23%, list=9%, signal=21%","ERBB2/IRS1/YTHDC1/ATP2B4/DYRK1A/FYN/SYNJ2/CDKN1B/SMAD3/SYNE1/CDK13/AKT3/ATRN","Hallmark",0.269513902023832
"CD8_EM","D1.v.baseline.covid.Male","HYPOXIA",77,0.37907557897153,1.25325642788712,0.127338877338877,0.31614875915523,0.238924838227974,660,"tags=18%, list=9%, signal=17%","PIM1/ENO1/PLAC8/MIF/GLRX/KLF6/BCL2/UGP2/SLC2A3/LDHA/MT2A/PFKP/MT1E/AMPD3","Hallmark",0.269513902023832
"CD8_EM","D1.v.baseline.covid.Male","enriched in activated dendritic cells (II) (M165)",12,0.601124410302082,1.36783181097795,0.132332609125025,0.31614875915523,0.238924838227974,956,"tags=50%, list=13%, signal=44%","PARP9/MX2/BCL2A1/IFIT3/PRKAR2B/LAMP3","BTM",0.359944696820067
"CD8_EM","D1.v.baseline.covid.Male","DNA_REPAIR",71,0.384936251959319,1.25573274296741,0.132404181184669,0.31614875915523,0.238924838227974,767,"tags=21%, list=10%, signal=19%","POLR1C/APRT/TSG101/CMPK2/RPA2/POLR3GL/GUK1/ITPA/PNP/GTF2H3/STX3/RBX1/GTF2H5/HCLS1/BRF2","Hallmark",0.269513902023832
"CD8_EM","D1.v.baseline.covid.Male","MYC_TARGETS_V2",28,0.475815151710624,1.31347538647717,0.137507092869302,0.321766597314167,0.243170437916239,1083,"tags=43%, list=15%, signal=37%","HSPE1/HSPD1/MYC/PHB/NDUFAF4/WDR74/NIP7/MAP3K6/MRTO4/UTP20/PRMT3/TBRG4","Hallmark",0.269513902023832
"CD8_EM","D1.v.baseline.covid.Male","APICAL_SURFACE",22,-0.470571531067418,-1.29235383524461,0.143669686117548,0.329595162269669,0.249086762309061,1817,"tags=50%, list=25%, signal=38%","MAL/ADAM10/LYPD3/TMEM8B/B4GALT1/SULF2/EFNA5/NCOA6/LYN/GAS1/APP","Hallmark",0.270762100759994
"CD8_EM","D1.v.baseline.covid.Male","T cell activation (II) (M7.3)",24,0.491950368883597,1.30850630893917,0.147566117286317,0.329853232724504,0.249281795311366,1101,"tags=50%, list=15%, signal=43%","CD3D/PTPRCAP/SIRPG/GZMA/IFNG/SLAMF1/SP140/IL12RB1/CXCR3/LCK/CCR5/ICOS","BTM",0.363285800361518
"CD8_EM","D1.v.baseline.covid.Male","leukocyte activation and migration (M45)",11,0.602590820911309,1.34296524097246,0.149420695165801,0.329853232724504,0.249281795311366,987,"tags=55%, list=13%, signal=47%","CD48/PTPN6/SIRPG/CD2/LCK/SELPLG","BTM",0.363285800361518
"CD8_EM","D1.v.baseline.covid.Male","chemokines and inflammatory molecules in myeloid cells (M86.0)",10,0.61616990666368,1.34471617106056,0.155484770057734,0.334856396866841,0.253062864028921,705,"tags=40%, list=10%, signal=36%","CCL4/BCL2A1/GCH1/TNF","BTM",0.363285800361518
"CD8_EM","D1.v.baseline.covid.Male","signaling in T cells (II) (M35.1)",10,0.613208019802202,1.33825221182398,0.157873780609198,0.334856396866841,0.253062864028921,705,"tags=40%, list=10%, signal=36%","FASLG/IFNG/PRF1/TNF","BTM",0.363285800361518
"CD8_EM","D1.v.baseline.covid.Male","CD4 T cell surface signature Th2-stimulated (S7)",10,-0.581970529928036,-1.30825290497804,0.160273147218317,0.334856396866841,0.253062864028921,647,"tags=60%, list=9%, signal=55%","GPR171/CLDND1/MAL/SLC37A3/TMEM200A/SLC4A7","BTM",0.363285800361518
"CD8_EM","D1.v.baseline.covid.Male","TNFA_SIGNALING_VIA_NFKB",106,0.344012771267781,1.19591671793614,0.163596784996651,0.335803927098389,0.253778946255193,465,"tags=15%, list=6%, signal=14%","IRF1/PLEK/DDX58/LDLR/MCL1/KLF6/CCL4/KLF10/CD83/SAT1/STAT5A/BCL2A1/MYC/BIRC3/GCH1/SLC2A3","Hallmark",0.296897869067996
"CD8_EM","D1.v.baseline.covid.Male","Activated (LPS) dendritic cell surface signature (S11)",14,0.548886496555828,1.2901764952666,0.176692475679968,0.356431373354419,0.269367839512111,426,"tags=29%, list=6%, signal=27%","IFI6/CD58/TMEM140/ANTXR2","BTM",0.38758349503993
"CD8_EM","D1.v.baseline.covid.Male","ESTROGEN_RESPONSE_LATE",75,-0.321970750207018,-1.13999601684194,0.205140297099741,0.40680364001135,0.307435949266337,1058,"tags=31%, list=14%, signal=27%","IMPA2/NRIP1/CHPT1/ZFP36/S100A9/SORD/DNAJC1/DCXR/PRSS23/MAPT/IL6ST/AREG/ATP2B4/AMFR/JAK1/CACNA2D2/PLK4/ID2/FAM102A/CA2/FLNB/DUSP2/LSR","Hallmark",0.358995519924546
"CD8_EM","D1.v.baseline.covid.Male","E2F_TARGETS",94,0.337651179084754,1.15229015727821,0.215327229569346,0.414908264978287,0.313560902007882,1084,"tags=19%, list=15%, signal=17%","RAN/ASF1A/TUBB/PRDX4/RPA2/SMC1A/MTHFD2/CKS2/TUBG1/MYC/MCM3/POLD2/SNRPB/RACGAP1/POLE4/NBN/TBRG4/SMC3","Hallmark",0.363828767203377
"CD8_EM","D1.v.baseline.covid.Male","enriched in monocytes (II) (M11.0)",89,-0.306521254204336,-1.12410118914726,0.216319693706628,0.414908264978287,0.313560902007882,1168,"tags=25%, list=16%, signal=21%","ZNF467/LGALS2/S100A9/ALDH2/KCNE3/PLXDC2/TGFBI/ITGAX/NOD2/SULF2/CD93/NCF1/LILRA2/LYN/S100A8/TIMP2/ADAP2/NLRP3/TNFAIP2/TYROBP/SIRPA/AOAH","BTM",0.459679349126585
"CD8_EM","D1.v.baseline.covid.Male","mitochondrial cluster (M235)",11,0.548753758769106,1.22298116450792,0.238314023172193,0.447011406280861,0.337822385313471,920,"tags=36%, list=13%, signal=32%","ALG8/C11orf73/ACADM/NDUFA8","BTM",0.466868620561633
"CD8_EM","D1.v.baseline.covid.Male","blood coagulation (M11.1)",16,-0.461332429910506,-1.1808513060094,0.243628950050968,0.447011406280861,0.337822385313471,877,"tags=38%, list=12%, signal=33%","SLC7A7/PSAP/ITGAX/AMICA1/LYN/SIRPA","BTM",0.466868620561633
"CD8_EM","D1.v.baseline.covid.Male","T & B cell development, activation (M62.0)",12,0.533728027849995,1.21447434572966,0.244519059845941,0.447011406280861,0.337822385313471,2040,"tags=58%, list=28%, signal=42%","UBASH3A/SCD/CAMK2D/CD3G/GPM6B/ELOVL4/FKBP14","BTM",0.466868620561633
"CD8_EM","D1.v.baseline.covid.Male","transmembrane transport (II) (M191)",10,-0.537587059507067,-1.20848014823996,0.24984936734284,0.449728861217112,0.339876062458276,188,"tags=20%, list=3%, signal=20%","ATP8A1/SLC12A2","BTM",0.466868620561633
"CD8_EM","D1.v.baseline.covid.Male","enriched for TF motif TNCATNTCCYR (M232)",10,0.552021035336993,1.20471903115583,0.254031455305594,0.450328488950826,0.340329222418978,1465,"tags=60%, list=20%, signal=48%","PDE6D/VPS41/HDDC3/TBCK/ELP4/RAD50","BTM",0.466868620561633
"CD8_EM","D1.v.baseline.covid.Male","Monocyte surface signature (S4)",38,-0.363479370839245,-1.1286214612983,0.27523538427852,0.479267373972001,0.362199364945102,1055,"tags=26%, list=14%, signal=23%","C10orf54/TNFRSF1B/KCNE3/IL6R/MBOAT7/AMICA1/TMTC2/CD93/BRI3/PLXND1","BTM",0.492526477129983
"CD8_EM","D1.v.baseline.covid.Male","EPITHELIAL_MESENCHYMAL_TRANSITION",60,0.352250636169674,1.11493206292608,0.27854855923159,0.479267373972001,0.362199364945102,959,"tags=20%, list=13%, signal=18%","TPM4/IL32/SNTB1/FBLN5/SAT1/FAS/EMP3/VIM/PDGFRB/TNFRSF12A/MEST/PMEPA1","Hallmark",0.454962646744931
"CD8_EM","D1.v.baseline.covid.Male","PROTEIN_SECRETION",43,-0.346237381464303,-1.10396336373611,0.298128342245989,0.495175879396985,0.374221987128626,599,"tags=16%, list=8%, signal=15%","CLN5/COG2/SNAP23/RAB5A/ARFGAP3/AP1G1/MON2","Hallmark",0.471235121614628
"CD8_EM","D1.v.baseline.covid.Male","platelet activation (II) (M32.1)",14,0.487036659978181,1.1447963376397,0.301171332142148,0.495175879396985,0.374221987128626,825,"tags=21%, list=11%, signal=19%","PFN1/MAP7D1/ZYX","BTM",0.505395269028067
"CD8_EM","D1.v.baseline.covid.Male","cell cycle (I) (M4.1)",45,-0.340258377235509,-1.09611941355907,0.30445434298441,0.495175879396985,0.374221987128626,1415,"tags=27%, list=19%, signal=22%","MCM4/KIF18A/CDKN3/FANCD2/POLA2/H2AFX/SGOL2/CENPK/FANCI/STMN1/PLK4/NCAPH","BTM",0.505395269028067
"CD8_EM","D1.v.baseline.covid.Male","Naive B cell surface signature (S8)",13,-0.471737248206933,-1.14036064363182,0.304723618090452,0.495175879396985,0.374221987128626,627,"tags=23%, list=9%, signal=21%","SLC24A1/CCR6/CXCR4","BTM",0.505395269028067
"CD8_EM","D1.v.baseline.covid.Male","SPERMATOGENESIS",37,-0.353420303147115,-1.09042173861862,0.318618881118881,0.510663138231631,0.385926258312704,914,"tags=22%, list=12%, signal=19%","PARP2/NF2/TSN/ACE/IFT88/RAD17/SLC12A2/NCAPH","Hallmark",0.487885161713287
